x0	T4	x1	T5	x2	T6	x3	T8	
-5.397616e-02 	 -5.722730e-01 	-5.397616e-02 	 -6.714551e-01 	-5.397616e-02 	 -7.104167e-01 	-5.397616e-02 	 -6.996773e-01 	 
-4.866635e-02 	 -5.730227e-01 	-4.866635e-02 	 -6.715227e-01 	-4.866635e-02 	 -7.133095e-01 	-4.866635e-02 	 -7.002403e-01 	 
-4.334711e-02 	 -5.736969e-01 	-4.334711e-02 	 -6.719572e-01 	-4.334711e-02 	 -7.165520e-01 	-4.334711e-02 	 -7.007316e-01 	 
-3.801919e-02 	 -5.746625e-01 	-3.801919e-02 	 -6.733877e-01 	-3.801919e-02 	 -7.194501e-01 	-3.801919e-02 	 -7.011952e-01 	 
-3.268336e-02 	 -5.753619e-01 	-3.268336e-02 	 -6.749546e-01 	-3.268336e-02 	 -7.223986e-01 	-3.268336e-02 	 -7.014920e-01 	 
-2.734040e-02 	 -5.748029e-01 	-2.734040e-02 	 -6.762209e-01 	-2.734040e-02 	 -7.257484e-01 	-2.734040e-02 	 -7.015118e-01 	 
-2.199108e-02 	 -5.735353e-01 	-2.199108e-02 	 -6.769176e-01 	-2.199108e-02 	 -7.290002e-01 	-2.199108e-02 	 -7.013807e-01 	 
-1.663616e-02 	 -5.724929e-01 	-1.663616e-02 	 -6.777083e-01 	-1.663616e-02 	 -7.318466e-01 	-1.663616e-02 	 -7.011939e-01 	 
-1.127644e-02 	 -5.716373e-01 	-1.127644e-02 	 -6.794674e-01 	-1.127644e-02 	 -7.342507e-01 	-1.127644e-02 	 -7.009462e-01 	 
-5.912673e-03 	 -5.706889e-01 	-5.912673e-03 	 -6.804330e-01 	-5.912673e-03 	 -7.361619e-01 	-5.912673e-03 	 -7.006893e-01 	 
-5.456544e-04 	 -5.694624e-01 	-5.456544e-04 	 -6.795349e-01 	-5.456544e-04 	 -7.371064e-01 	-5.456544e-04 	 -7.003753e-01 	 
4.823841e-03 	 -5.677431e-01 	4.823841e-03 	 -6.785972e-01 	4.823841e-03 	 -7.373103e-01 	4.823841e-03 	 -6.998879e-01 	 
1.019503e-02 	 -5.654834e-01 	1.019503e-02 	 -6.779256e-01 	1.019503e-02 	 -7.381051e-01 	1.019503e-02 	 -6.993343e-01 	 
