x0	cdp	x1	cdv	
4.099990e+01 	 2.599015e-01 	4.099990e+01 	 5.474300e-03 	 
4.112500e+01 	 2.613658e-01 	4.112500e+01 	 5.501300e-03 	 
4.125000e+01 	 2.639118e-01 	4.125000e+01 	 5.491300e-03 	 
4.137500e+01 	 2.665788e-01 	4.137500e+01 	 5.468100e-03 	 
4.150000e+01 	 2.687287e-01 	4.150000e+01 	 5.496900e-03 	 
4.162500e+01 	 2.712306e-01 	4.162500e+01 	 5.450600e-03 	 
4.174990e+01 	 2.734577e-01 	4.174990e+01 	 5.451000e-03 	 
4.187510e+01 	 2.748857e-01 	4.187510e+01 	 5.420400e-03 	 
4.200010e+01 	 2.757341e-01 	4.200010e+01 	 5.397500e-03 	 
4.212490e+01 	 2.756296e-01 	4.212490e+01 	 5.368000e-03 	 
4.225000e+01 	 2.757117e-01 	4.225000e+01 	 5.344100e-03 	 
4.237500e+01 	 2.762129e-01 	4.237500e+01 	 5.385900e-03 	 
4.249990e+01 	 2.767102e-01 	4.249990e+01 	 5.341900e-03 	 
4.262500e+01 	 2.761123e-01 	4.262500e+01 	 5.345300e-03 	 
4.275000e+01 	 2.749190e-01 	4.275000e+01 	 5.333300e-03 	 
4.287500e+01 	 2.743226e-01 	4.287500e+01 	 5.315500e-03 	 
4.300000e+01 	 2.736575e-01 	4.300000e+01 	 5.350600e-03 	 
4.312500e+01 	 2.729043e-01 	4.312500e+01 	 5.344400e-03 	 
