   n        time         Cl         Cd
  884960   151.66953   0.5336177   0.2382245
  884980   151.67300   0.5336430   0.2381914
  885000   151.67647   0.5336645   0.2381580
  885020   151.67994   0.5336835   0.2381245
  885040   151.68340   0.5337005   0.2380909
  885060   151.68687   0.5337154   0.2380568
  885080   151.69034   0.5337264   0.2380218
  885100   151.69381   0.5337323   0.2379856
  885120   151.69727   0.5337317   0.2379475
  885140   151.70074   0.5337239   0.2379073
  885160   151.70421   0.5337086   0.2378647
  885180   151.70768   0.5336867   0.2378198
  885200   151.71114   0.5336600   0.2377726
  885220   151.71461   0.5336310   0.2377236
  885240   151.71808   0.5336017   0.2376732
  885260   151.72155   0.5335735   0.2376220
  885280   151.72501   0.5335481   0.2375705
  885300   151.72848   0.5335271   0.2375193
  885320   151.73195   0.5335116   0.2374686
  885340   151.73542   0.5335019   0.2374185
  885360   151.73888   0.5334983   0.2373692
  885380   151.74235   0.5335005   0.2373206
  885400   151.74582   0.5335080   0.2372727
  885420   151.74929   0.5335197   0.2372253
  885440   151.75275   0.5335345   0.2371781
  885460   151.75622   0.5335504   0.2371307
  885480   151.75969   0.5335643   0.2370827
  885500   151.76316   0.5335736   0.2370336
  885520   151.76662   0.5335756   0.2369830
  885540   151.77009   0.5335685   0.2369305
  885560   151.77356   0.5335506   0.2368761
  885580   151.77703   0.5335216   0.2368197
  885600   151.78049   0.5334820   0.2367615
  885620   151.78396   0.5334336   0.2367018
  885640   151.78743   0.5333785   0.2366410
  885660   151.79090   0.5333184   0.2365794
  885680   151.79436   0.5332552   0.2365176
  885700   151.79783   0.5331899   0.2364555
  885720   151.80130   0.5331229   0.2363937
  885740   151.80476   0.5330553   0.2363322
  885760   151.80823   0.5329885   0.2362713
  885780   151.81170   0.5329227   0.2362109
  885800   151.81516   0.5328582   0.2361514
  885820   151.81863   0.5327948   0.2360929
  885840   151.82210   0.5327321   0.2360353
  885860   151.82556   0.5326688   0.2359784
  885880   151.82903   0.5326030   0.2359216
  885900   151.83250   0.5325328   0.2358647
  885920   151.83596   0.5324573   0.2358072
  885940   151.83943   0.5323764   0.2357492
  885960   151.84290   0.5322905   0.2356908
  885980   151.84636   0.5322004   0.2356324
  886000   151.84983   0.5321073   0.2355742
  886020   151.85330   0.5320125   0.2355166
  886040   151.85676   0.5319169   0.2354598
  886060   151.86023   0.5318212   0.2354040
  886080   151.86370   0.5317264   0.2353493
  886100   151.86716   0.5316332   0.2352958
  886120   151.87063   0.5315425   0.2352435
  886140   151.87410   0.5314544   0.2351926
  886160   151.87756   0.5313687   0.2351429
  886180   151.88103   0.5312861   0.2350947
  886200   151.88449   0.5312075   0.2350481
  886220   151.88796   0.5311342   0.2350033
  886240   151.89143   0.5310674   0.2349603
  886260   151.89489   0.5310081   0.2349192
  886280   151.89836   0.5309575   0.2348802
  886300   151.90183   0.5309163   0.2348433
  886320   151.90529   0.5308844   0.2348086
  886340   151.90876   0.5308611   0.2347759
  886360   151.91222   0.5308459   0.2347454
  886380   151.91569   0.5308383   0.2347169
  886400   151.91915   0.5308374   0.2346903
  886420   151.92262   0.5308430   0.2346655
  886440   151.92609   0.5308552   0.2346426
  886460   151.92955   0.5308743   0.2346215
  886480   151.93302   0.5309006   0.2346025
  886500   151.93648   0.5309348   0.2345855
  886520   151.93995   0.5309770   0.2345703
  886540   151.94341   0.5310260   0.2345566
  886560   151.94688   0.5310795   0.2345439
  886580   151.95034   0.5311348   0.2345317
  886600   151.95381   0.5311879   0.2345191
  886620   151.95727   0.5312364   0.2345054
  886640   151.96074   0.5312783   0.2344903
  886660   151.96420   0.5313129   0.2344736
  886680   151.96767   0.5313415   0.2344556
  886700   151.97113   0.5313669   0.2344370
  886720   151.97460   0.5313910   0.2344184
  886740   151.97806   0.5314157   0.2344002
  886760   151.98153   0.5314438   0.2343832
  886780   151.98499   0.5314775   0.2343682
  886800   151.98846   0.5315183   0.2343557
  886820   151.99192   0.5315667   0.2343463
  886840   151.99539   0.5316217   0.2343398
  886860   151.99885   0.5316813   0.2343362
  886880   152.00232   0.5317440   0.2343357
