   n        time         Cl         Cd
   12780     2.40346   0.0837145   0.0391725
   12800     2.40722   0.0838501   0.0392319
   12820     2.41098   0.0839858   0.0392912
   12840     2.41475   0.0841214   0.0393505
   12860     2.41851   0.0842570   0.0394098
   12880     2.42227   0.0843927   0.0394690
   12900     2.42604   0.0845284   0.0395282
   12920     2.42980   0.0846640   0.0395875
   12940     2.43356   0.0847997   0.0396466
   12960     2.43733   0.0849354   0.0397058
   12980     2.44109   0.0850710   0.0397650
   13000     2.44485   0.0852067   0.0398241
   13020     2.44862   0.0853424   0.0398832
   13040     2.45238   0.0854781   0.0399423
   13060     2.45614   0.0856139   0.0400013
   13080     2.45990   0.0857496   0.0400604
   13100     2.46367   0.0858853   0.0401194
   13120     2.46743   0.0860211   0.0401784
   13140     2.47119   0.0861568   0.0402374
   13160     2.47496   0.0862926   0.0402964
   13180     2.47872   0.0864284   0.0403553
   13200     2.48248   0.0865642   0.0404142
   13220     2.48625   0.0867001   0.0404731
   13240     2.49001   0.0868359   0.0405320
   13260     2.49377   0.0869718   0.0405909
