x0	M1	x1	M2	x2	M3	x3	M4	x4	M5	x5	M6	x6	M7	x7	M8	x8	M9	x9	avg	
0.46179 	 -0.51914 	0.46179 	 -0.52848 	0.46179 	 -0.52685 	0.46179 	 -0.52035 	0.46179 	 -0.52483 	0.46179 	 -0.52515 	0.46179 	 -0.52211 	0.46179 	 -0.51673 	0.46179 	 -0.51914 	0.46179 	 -0.52253 	 
0.46340 	 -0.51775 	0.46340 	 -0.52754 	0.46340 	 -0.52558 	0.46340 	 -0.51893 	0.46340 	 -0.52347 	0.46340 	 -0.52390 	0.46340 	 -0.52112 	0.46340 	 -0.51528 	0.46340 	 -0.51775 	0.46340 	 -0.52126 	 
0.46496 	 -0.51677 	0.46496 	 -0.52657 	0.46496 	 -0.52427 	0.46496 	 -0.51765 	0.46496 	 -0.52209 	0.46496 	 -0.52270 	0.46496 	 -0.52013 	0.46496 	 -0.51404 	0.46496 	 -0.51677 	0.46496 	 -0.52011 	 
0.46648 	 -0.51620 	0.46648 	 -0.52558 	0.46648 	 -0.52299 	0.46648 	 -0.51646 	0.46648 	 -0.52077 	0.46648 	 -0.52159 	0.46648 	 -0.51907 	0.46648 	 -0.51289 	0.46648 	 -0.51620 	0.46648 	 -0.51908 	 
0.46796 	 -0.51565 	0.46796 	 -0.52463 	0.46796 	 -0.52190 	0.46796 	 -0.51530 	0.46796 	 -0.51951 	0.46796 	 -0.52058 	0.46796 	 -0.51803 	0.46796 	 -0.51175 	0.46796 	 -0.51565 	0.46796 	 -0.51811 	 
0.46939 	 -0.51485 	0.46939 	 -0.52379 	0.46939 	 -0.52111 	0.46939 	 -0.51416 	0.46939 	 -0.51833 	0.46939 	 -0.51963 	0.46939 	 -0.51707 	0.46939 	 -0.51073 	0.46939 	 -0.51485 	0.46939 	 -0.51717 	 
0.47078 	 -0.51385 	0.47078 	 -0.52304 	0.47078 	 -0.52051 	0.47078 	 -0.51298 	0.47078 	 -0.51726 	0.47078 	 -0.51873 	0.47078 	 -0.51617 	0.47078 	 -0.50984 	0.47078 	 -0.51385 	0.47078 	 -0.51625 	 
0.47213 	 -0.51275 	0.47213 	 -0.52230 	0.47213 	 -0.51981 	0.47213 	 -0.51179 	0.47213 	 -0.51631 	0.47213 	 -0.51784 	0.47213 	 -0.51527 	0.47213 	 -0.50906 	0.47213 	 -0.51275 	0.47213 	 -0.51532 	 
0.47343 	 -0.51164 	0.47343 	 -0.52147 	0.47343 	 -0.51897 	0.47343 	 -0.51074 	0.47343 	 -0.51545 	0.47343 	 -0.51694 	0.47343 	 -0.51433 	0.47343 	 -0.50842 	0.47343 	 -0.51164 	0.47343 	 -0.51440 	 
0.47469 	 -0.51060 	0.47469 	 -0.52057 	0.47469 	 -0.51809 	0.47469 	 -0.50994 	0.47469 	 -0.51466 	0.47469 	 -0.51606 	0.47469 	 -0.51334 	0.47469 	 -0.50788 	0.47469 	 -0.51060 	0.47469 	 -0.51352 	 
0.47591 	 -0.50964 	0.47591 	 -0.51970 	0.47591 	 -0.51721 	0.47591 	 -0.50916 	0.47591 	 -0.51392 	0.47591 	 -0.51523 	0.47591 	 -0.51233 	0.47591 	 -0.50748 	0.47591 	 -0.50964 	0.47591 	 -0.51270 	 
0.47710 	 -0.50877 	0.47710 	 -0.51890 	0.47710 	 -0.51633 	0.47710 	 -0.50830 	0.47710 	 -0.51326 	0.47710 	 -0.51446 	0.47710 	 -0.51136 	0.47710 	 -0.50723 	0.47710 	 -0.50877 	0.47710 	 -0.51193 	 
0.47824 	 -0.50798 	0.47824 	 -0.51818 	0.47824 	 -0.51547 	0.47824 	 -0.50756 	0.47824 	 -0.51266 	0.47824 	 -0.51370 	0.47824 	 -0.51045 	0.47824 	 -0.50712 	0.47824 	 -0.50798 	0.47824 	 -0.51123 	 
0.47935 	 -0.50726 	0.47935 	 -0.51754 	0.47935 	 -0.51469 	0.47935 	 -0.50695 	0.47935 	 -0.51209 	0.47935 	 -0.51295 	0.47935 	 -0.50960 	0.47935 	 -0.50706 	0.47935 	 -0.50726 	0.47935 	 -0.51060 	 
0.48041 	 -0.50655 	0.48041 	 -0.51703 	0.48041 	 -0.51406 	0.48041 	 -0.50641 	0.48041 	 -0.51150 	0.48041 	 -0.51224 	0.48041 	 -0.50874 	0.48041 	 -0.50700 	0.48041 	 -0.50655 	0.48041 	 -0.51001 	 
0.48144 	 -0.50582 	0.48144 	 -0.51660 	0.48144 	 -0.51350 	0.48144 	 -0.50596 	0.48144 	 -0.51083 	0.48144 	 -0.51157 	0.48144 	 -0.50788 	0.48144 	 -0.50690 	0.48144 	 -0.50582 	0.48144 	 -0.50943 	 
0.48243 	 -0.50507 	0.48243 	 -0.51619 	0.48243 	 -0.51284 	0.48243 	 -0.50548 	0.48243 	 -0.51008 	0.48243 	 -0.51094 	0.48243 	 -0.50705 	0.48243 	 -0.50672 	0.48243 	 -0.50507 	0.48243 	 -0.50883 	 
0.48339 	 -0.50430 	0.48339 	 -0.51576 	0.48339 	 -0.51206 	0.48339 	 -0.50491 	0.48339 	 -0.50930 	0.48339 	 -0.51035 	0.48339 	 -0.50631 	0.48339 	 -0.50648 	0.48339 	 -0.50430 	0.48339 	 -0.50820 	 
0.48431 	 -0.50355 	0.48431 	 -0.51537 	0.48431 	 -0.51126 	0.48431 	 -0.50425 	0.48431 	 -0.50855 	0.48431 	 -0.50982 	0.48431 	 -0.50569 	0.48431 	 -0.50625 	0.48431 	 -0.50355 	0.48431 	 -0.50759 	 
0.48520 	 -0.50279 	0.48520 	 -0.51507 	0.48520 	 -0.51045 	0.48520 	 -0.50356 	0.48520 	 -0.50786 	0.48520 	 -0.50940 	0.48520 	 -0.50516 	0.48520 	 -0.50611 	0.48520 	 -0.50279 	0.48520 	 -0.50702 	 
0.48605 	 -0.50204 	0.48605 	 -0.51485 	0.48605 	 -0.50961 	0.48605 	 -0.50289 	0.48605 	 -0.50722 	0.48605 	 -0.50907 	0.48605 	 -0.50472 	0.48605 	 -0.50599 	0.48605 	 -0.50204 	0.48605 	 -0.50649 	 
0.48688 	 -0.50128 	0.48688 	 -0.51469 	0.48688 	 -0.50879 	0.48688 	 -0.50228 	0.48688 	 -0.50658 	0.48688 	 -0.50879 	0.48688 	 -0.50434 	0.48688 	 -0.50577 	0.48688 	 -0.50128 	0.48688 	 -0.50598 	 
0.48767 	 -0.50052 	0.48767 	 -0.51457 	0.48767 	 -0.50803 	0.48767 	 -0.50177 	0.48767 	 -0.50594 	0.48767 	 -0.50847 	0.48767 	 -0.50398 	0.48767 	 -0.50540 	0.48767 	 -0.50052 	0.48767 	 -0.50547 	 
0.48843 	 -0.49979 	0.48843 	 -0.51449 	0.48843 	 -0.50735 	0.48843 	 -0.50138 	0.48843 	 -0.50533 	0.48843 	 -0.50810 	0.48843 	 -0.50362 	0.48843 	 -0.50495 	0.48843 	 -0.49979 	0.48843 	 -0.50498 	 
0.48916 	 -0.49909 	0.48916 	 -0.51440 	0.48916 	 -0.50673 	0.48916 	 -0.50106 	0.48916 	 -0.50472 	0.48916 	 -0.50768 	0.48916 	 -0.50325 	0.48916 	 -0.50449 	0.48916 	 -0.49909 	0.48916 	 -0.50450 	 
0.48986 	 -0.49848 	0.48986 	 -0.51431 	0.48986 	 -0.50617 	0.48986 	 -0.50081 	0.48986 	 -0.50416 	0.48986 	 -0.50728 	0.48986 	 -0.50289 	0.48986 	 -0.50405 	0.48986 	 -0.49848 	0.48986 	 -0.50407 	 
0.49053 	 -0.49794 	0.49053 	 -0.51417 	0.49053 	 -0.50563 	0.49053 	 -0.50057 	0.49053 	 -0.50360 	0.49053 	 -0.50689 	0.49053 	 -0.50253 	0.49053 	 -0.50361 	0.49053 	 -0.49794 	0.49053 	 -0.50365 	 
0.49118 	 -0.49737 	0.49118 	 -0.51399 	0.49118 	 -0.50514 	0.49118 	 -0.50039 	0.49118 	 -0.50308 	0.49118 	 -0.50657 	0.49118 	 -0.50219 	0.49118 	 -0.50320 	0.49118 	 -0.49737 	0.49118 	 -0.50325 	 
0.49180 	 -0.49667 	0.49180 	 -0.51376 	0.49180 	 -0.50470 	0.49180 	 -0.50023 	0.49180 	 -0.50260 	0.49180 	 -0.50634 	0.49180 	 -0.50186 	0.49180 	 -0.50283 	0.49180 	 -0.49667 	0.49180 	 -0.50285 	 
0.49240 	 -0.49591 	0.49240 	 -0.51345 	0.49240 	 -0.50435 	0.49240 	 -0.50008 	0.49240 	 -0.50216 	0.49240 	 -0.50615 	0.49240 	 -0.50151 	0.49240 	 -0.50246 	0.49240 	 -0.49591 	0.49240 	 -0.50244 	 
0.49297 	 -0.49525 	0.49297 	 -0.51318 	0.49297 	 -0.50416 	0.49297 	 -0.50005 	0.49297 	 -0.50184 	0.49297 	 -0.50606 	0.49297 	 -0.50122 	0.49297 	 -0.50219 	0.49297 	 -0.49525 	0.49297 	 -0.50213 	 
0.49352 	 -0.49458 	0.49352 	 -0.51280 	0.49352 	 -0.50400 	0.49352 	 -0.50002 	0.49352 	 -0.50150 	0.49352 	 -0.50591 	0.49352 	 -0.50084 	0.49352 	 -0.50185 	0.49352 	 -0.49458 	0.49352 	 -0.50179 	 
0.49406 	 -0.49405 	0.49406 	 -0.51252 	0.49406 	 -0.50404 	0.49406 	 -0.50018 	0.49406 	 -0.50133 	0.49406 	 -0.50586 	0.49406 	 -0.50057 	0.49406 	 -0.50160 	0.49406 	 -0.49405 	0.49406 	 -0.50158 	 
0.49457 	 -0.49347 	0.49457 	 -0.51214 	0.49457 	 -0.50408 	0.49457 	 -0.50026 	0.49457 	 -0.50108 	0.49457 	 -0.50565 	0.49457 	 -0.50018 	0.49457 	 -0.50123 	0.49457 	 -0.49347 	0.49457 	 -0.50128 	 
0.49506 	 -0.49302 	0.49506 	 -0.51182 	0.49506 	 -0.50429 	0.49506 	 -0.50037 	0.49506 	 -0.50090 	0.49506 	 -0.50548 	0.49506 	 -0.49988 	0.49506 	 -0.50090 	0.49506 	 -0.49302 	0.49506 	 -0.50107 	 
0.49553 	 -0.49263 	0.49553 	 -0.51150 	0.49553 	 -0.50459 	0.49553 	 -0.50041 	0.49553 	 -0.50070 	0.49553 	 -0.50529 	0.49553 	 -0.49960 	0.49553 	 -0.50056 	0.49553 	 -0.49263 	0.49553 	 -0.50088 	 
0.49599 	 -0.49219 	0.49599 	 -0.51103 	0.49599 	 -0.50479 	0.49599 	 -0.50025 	0.49599 	 -0.50035 	0.49599 	 -0.50497 	0.49599 	 -0.49920 	0.49599 	 -0.50008 	0.49599 	 -0.49219 	0.49599 	 -0.50056 	 
0.49644 	 -0.49209 	0.49644 	 -0.51087 	0.49644 	 -0.50528 	0.49644 	 -0.50036 	0.49644 	 -0.50026 	0.49644 	 -0.50495 	0.49644 	 -0.49912 	0.49644 	 -0.49991 	0.49644 	 -0.49209 	0.49644 	 -0.50055 	 
0.49687 	 -0.49164 	0.49687 	 -0.51024 	0.49687 	 -0.50530 	0.49687 	 -0.50003 	0.49687 	 -0.49974 	0.49687 	 -0.50449 	0.49687 	 -0.49863 	0.49687 	 -0.49930 	0.49687 	 -0.49164 	0.49687 	 -0.50011 	 
0.49728 	 -0.49176 	0.49728 	 -0.51018 	0.49728 	 -0.50576 	0.49728 	 -0.50020 	0.49728 	 -0.49972 	0.49728 	 -0.50458 	0.49728 	 -0.49867 	0.49728 	 -0.49925 	0.49728 	 -0.49176 	0.49728 	 -0.50021 	 
0.49769 	 -0.49155 	0.49769 	 -0.50974 	0.49769 	 -0.50577 	0.49769 	 -0.49993 	0.49769 	 -0.49932 	0.49769 	 -0.50428 	0.49769 	 -0.49835 	0.49769 	 -0.49881 	0.49769 	 -0.49155 	0.49769 	 -0.49992 	 
0.49809 	 -0.49148 	0.49809 	 -0.50938 	0.49809 	 -0.50573 	0.49809 	 -0.49965 	0.49809 	 -0.49896 	0.49809 	 -0.50402 	0.49809 	 -0.49808 	0.49809 	 -0.49840 	0.49809 	 -0.49148 	0.49809 	 -0.49969 	 
0.49848 	 -0.49220 	0.49848 	 -0.51006 	0.49848 	 -0.50653 	0.49848 	 -0.50021 	0.49848 	 -0.49951 	0.49848 	 -0.50470 	0.49848 	 -0.49869 	0.49848 	 -0.49892 	0.49848 	 -0.49220 	0.49848 	 -0.50034 	 
0.49887 	 -0.49133 	0.49887 	 -0.50878 	0.49887 	 -0.50537 	0.49887 	 -0.49892 	0.49887 	 -0.49824 	0.49887 	 -0.50345 	0.49887 	 -0.49750 	0.49887 	 -0.49749 	0.49887 	 -0.49133 	0.49887 	 -0.49916 	 
0.49925 	 -0.49520 	0.49925 	 -0.51320 	0.49925 	 -0.50942 	0.49925 	 -0.50273 	0.49925 	 -0.50216 	0.49925 	 -0.50768 	0.49925 	 -0.50148 	0.49925 	 -0.50142 	0.49925 	 -0.49520 	0.49925 	 -0.50317 	 
0.49962 	 -0.49531 	0.49962 	 -0.51339 	0.49962 	 -0.50925 	0.49962 	 -0.50232 	0.49962 	 -0.50216 	0.49962 	 -0.50753 	0.49962 	 -0.50154 	0.49962 	 -0.50092 	0.49962 	 -0.49531 	0.49962 	 -0.50308 	 
0.50000 	 -0.50043 	0.50000 	 -0.51891 	0.50000 	 -0.51363 	0.50000 	 -0.50720 	0.50000 	 -0.50726 	0.50000 	 -0.51265 	0.50000 	 -0.50692 	0.50000 	 -0.50535 	0.50000 	 -0.50043 	0.50000 	 -0.50809 	 
