   n        time         Clp         Cdv
     698   387.25010   0.6333183   0.3493097
     699   387.37510   0.6298876   0.3483691
     700   387.50020   0.6265845   0.3470615
     701   387.62520   0.6223781   0.3453201
     702   387.75020   0.6192674   0.3442770
     703   387.87510   0.6183342   0.3441238
     704   388.00020   0.6200081   0.3453960
     705   388.12520   0.6205414   0.3464403
     706   388.25030   0.6203333   0.3476366
     707   388.37510   0.6183251   0.3471812
     708   388.50010   0.6166042   0.3456215
     709   388.62510   0.6120361   0.3416336
     710   388.75020   0.6093703   0.3382198
     711   388.87520   0.6096679   0.3365441
     712   389.00020   0.6119703   0.3362015
     713   389.12510   0.6163460   0.3370018
     714   389.25020   0.6213061   0.3381884
     715   389.37510   0.6274375   0.3401927
     716   389.50020   0.6340762   0.3424652
     717   389.62520   0.6407237   0.3443415
     718   389.75010   0.6468828   0.3453474
     719   389.87520   0.6552588   0.3476155
     720   390.00010   0.6630101   0.3503687
     721   390.12510   0.6696154   0.3532175
     722   390.25010   0.6774250   0.3563853
     723   390.37520   0.6844563   0.3588429
     724   390.50020   0.6879225   0.3593832
     725   390.62510   0.6868946   0.3581040
     726   390.75010   0.6852891   0.3568708
     727   390.87520   0.6836061   0.3561424
     728   391.00010   0.6824863   0.3562573
     729   391.12510   0.6797067   0.3559390
     730   391.25020   0.6785910   0.3575582
     731   391.37520   0.6749856   0.3588277
     732   391.50010   0.6692941   0.3587118
     733   391.62510   0.6599159   0.3569485
     734   391.75020   0.6492269   0.3546926
     735   391.87520   0.6362429   0.3509696
     736   392.00010   0.6238732   0.3475161
     737   392.12510   0.6101129   0.3437446
     738   392.25010   0.5952147   0.3402437
     739   392.37510   0.5820328   0.3375449
     740   392.50020   0.5692063   0.3353951
     741   392.62510   0.5579030   0.3341989
     742   392.75020   0.5474715   0.3336149
     743   392.87520   0.5385490   0.3331810
     744   393.00020   0.5310820   0.3324096
     745   393.12510   0.5247784   0.3311812
     746   393.25010   0.5216565   0.3308689
     747   393.37520   0.5219236   0.3313466
     748   393.50020   0.5294460   0.3349145
     749   393.62510   0.5346038   0.3366738
     750   393.75020   0.5380287   0.3366973
     751   393.87510   0.5408907   0.3358272
     752   394.00010   0.5453945   0.3359939
     753   394.12520   0.5458396   0.3338795
     754   394.25020   0.5491302   0.3326222
     755   394.37510   0.5511703   0.3306599
     756   394.50020   0.5518676   0.3279256
     757   394.62510   0.5542888   0.3259387
     758   394.75020   0.5578200   0.3240918
     759   394.87510   0.5605688   0.3215114
     760   395.00020   0.5671439   0.3206716
     761   395.12510   0.5740615   0.3199961
     762   395.25020   0.5786855   0.3177303
     763   395.37520   0.5830473   0.3149129
     764   395.50010   0.5921304   0.3149586
     765   395.62510   0.6059993   0.3178605
     766   395.75020   0.6209941   0.3208186
     767   395.87520   0.6345369   0.3223888
     768   396.00020   0.6504589   0.3252736
     769   396.12520   0.6688815   0.3295884
     770   396.25020   0.6873364   0.3345826
     771   396.37520   0.7052956   0.3397840
     772   396.50020   0.7249795   0.3466355
     773   396.62520   0.7431048   0.3531310
     774   396.75030   0.7579137   0.3592119
     775   396.87520   0.7692625   0.3643577
     776   397.00020   0.7787481   0.3692294
     777   397.12530   0.7861182   0.3737929
     778   397.25010   0.7911587   0.3778965
     779   397.37520   0.7944396   0.3819319
     780   397.50020   0.7954938   0.3852150
     781   397.62510   0.7933063   0.3866146
     782   397.75010   0.7881700   0.3866859
     783   397.87520   0.7809988   0.3861178
     784   398.00020   0.7715038   0.3850444
     785   398.12520   0.7612131   0.3835859
     786   398.25010   0.7515191   0.3824577
     787   398.37530   0.7408548   0.3819271
     788   398.50020   0.7277473   0.3807048
     789   398.62510   0.7145416   0.3789712
     790   398.75010   0.7018059   0.3773740
     791   398.87510   0.6915481   0.3771328
     792   399.00010   0.6807251   0.3763717
     793   399.12520   0.6723131   0.3758495
     794   399.25020   0.6675233   0.3763800
     795   399.37520   0.6649100   0.3774143
     796   399.50020   0.6666297   0.3795366
     797   399.62520   0.6657957   0.3795141
     798   399.75020   0.6637146   0.3784015
     799   399.87510   0.6584387   0.3749386
     800   400.00010   0.6547854   0.3714543
